anime_id,title,year,description,anime_url,views,rating_average,rating_counts,rating_SHIKIMORI,rating_MAL,rating_WORLDART,rating_KINOPOISK,genres,min_age,season,anime_status,type,categoty_placement,global_placement
72,Берсерк: Битва за Долдрей,2012,"Восхождение главаря наемников Гриффита к вершинам власти продолжается. Он вызвался совершить невозможное — захватить бывший оплот королевства Мидлэнд. Пять тысяч всадников против тридцатитысячного гарнизона. Но если это безумие, то разумен ли Гатс, во всем поддерживающий боевого товарища?",berserk-bitva-za-doldrej,71284,7.71911764654411,680,7.93239613692211,7.88,8,7.7,"Сэйнэн, Драма, Приключения, Ужасы, Фэнтези, Демоны, Темное фэнтези, Экшен, Военная тематика, Сверхъестественное",R-17+ (насилие и/или нецензурная лексика),2,вышел,Полнометражный фильм,1142,7177
73,Берсерк: Сошествие,2013,"Ни возвращение Гатса в отряд Соколов, ни освобождение Гриффитса не приносят облегчения: истерзанный пытками Гриффита — теперь лишь тень прежнего себя, а члены отряда, когда-то переживавшие вместе труднейшие времена, готовы пойти разными дорогами. Однако дух иногда сломить гораздо труднее, чем плоть: мечты и стремления великого некогда человека приобретают, преломляясь сквозь возможности самых сильных мира сего, черные крылья ужаса и боли. Грядет Затмение, и вместе с ним приближается самая главная битва.",berserk-soshestvie,87632,8.1255115955266,733,8.15184499836726,8.21,8.2,7.7,"Сэйнэн, Драма, Приключения, Ужасы, Фэнтези, Темное фэнтези, Экшен, Военная тематика, Сверхъестественное",R-17+ (насилие и/или нецензурная лексика),1,вышел,Полнометражный фильм,130,799
74,Берсерк 2,2016,"Гатс всю осознанную жизнь воевал. Главный герой привык к постоянным сражениям и старался делать все возможное, пытаясь добиваться победы. Это давалось довольно непросто и нелегко, но он был готов сделать всё возможное, в попытках достичь положительного результата. У его не было семьи, но неожиданно его жизнь кардинальным образом поменялась. Он встретил Гриффита. Тот возглавлял опасную банду Ястреба, и все люди, входившие в неё, стали для Гатса настоящей семьей.",berserk-2016,341975,6.56983718867177,1167,6.53213723338264,6.35,7.1,6.6,"Сэйнэн, Драма, Приключения, Романтика, Ужасы, Фэнтези, Темное фэнтези, Экшен, Военная тематика, Сверхъестественное",R+ (есть сцены легкой эротики),3,вышел,Сериал,4071,10138
75,Берсерк 3,2017,"Подстегиваемый пламенем, бушующим в его сердце, Черный Мечник Гатс продолжает свои, казалось бы, бесконечные поиски мести. На его пути стоят отвратительные преступники, одержимые злые духи и набожное дитя Божье. Даже когда это уносит его жизнь, Гатс продолжает сражаться со своими врагами, которые обладают отталкивающей и бесчеловечной силой, используя только свое тело и меч — свою человеческую силу.",berserk-tv-3,195712,6.77290836643527,1004,6.83625805628231,6.59,7.3,6.6,"Сэйнэн, Драма, Приключения, Романтика, Ужасы, Фэнтези, Демоны, Магия, Темное фэнтези, Экшен, Военная тематика",R+ (есть сцены легкой эротики),2,вышел,Сериал,4006,10043
76,Бессмертный Гу Хай,2017,"Древний Китай. Эпоха воюющих королевств, демонов и небесных божеств. Император королевства Чень, Чень Тайцзи, находясь при смерти на поле битвы, просит своего сына Лян Ги разыскать великого стратега мастера Гу Хая, дабы он помог Королевству Чень одолеть вражескую армию под командованием одарённого генерала Королевства Сонг &mdash; Гао Сянь Чжи. Однако у небес были свои планы. В это же время развратник Гу Хай и любитель моэ Гао Сянь Чжи были выбраны небесными божествами для важной поисковой миссии в забытой земле, что кишит демонами, чудовищами и охотниками за сокровищами. Так начинается эта история. Но не всё так просто, ведь мастер Гу Хай хранит тайну своего прибытия в этот мир.",bessmertnyj-gu-haj,47994,5.960784313,51,7.41060903732809,6.82,0,0,"Сёнэн, Комедия, Приключения, Фэнтези, Не японское",PG-13 (от 13 лет),2,вышел,Малометражный сериал,0,8800
77,Бездарная Нана,2020,"Пятьдесят лет назад на Землю напали монстры, которых впоследствии стали называть «врагами человечества». Для борьбы с этой угрозой были созданы специальные школы, где учились подростки с экстраординарными способностями. За возможность бросить вызов реальности, их стали называть «талантливыми». Один из таких учеников, Нанао Накаджима, скрывает свою способность, из-за чего получает прозвище «бездарь». Но тем временем в класс Нанао переводятся двое учеников — Кёя Онодэра, также скрывающий свою способность, и Нана Хираги, заявляющая, что умеет читать мысли людей. Что изменится в школе с переводом этих двоих?",bezdarnaya-nana,175611,7.53392990232737,1341,7.34254537478752,7.17,7.2,7.1,"Сёнэн, Триллер, Суперспособности, Психология, Сверхъестественное",R-17+ (насилие и/или нецензурная лексика),4,вышел,Сериал,3573,9233
78,Бездельные дни старшеклассницы,2019,"Однажды Танака со скуки решила придумать одноклассницам прозвища. Одну свою подругу, Кикути, она назвала «Отаку» — из-за её увлечений, а другую, Сагиномию, — «Роботом», из-за её сдержанной натуры. Подруги же в ответ решили прозвать Танаку просто — «Бака».
Так, день за днём проводя время в беззаботном веселье, три подруги покоряют (или нет) всё новые вершины юности...",bezdel-nye-dni-starsheklassnicy,39627,7.905027932,179,7.68558583871874,7.72,7.5,7.4,"Комедия, Школьная жизнь",PG-13 (от 13 лет),3,вышел,Сериал,1111,1923
79,Бездомный Бог: Арагото,2015,"Прямое продолжение «Бездомного бога».
Во втором сезоне основной акцент делается на истории Бисямон, бога войны. Из-за неспособности бросить духов на растерзание призракам, количество служащих ей реликвий — очень большое. Столько духов в подчинении не могут не приносить проблем, ведь каждая реликвия несёт в себе чувства и боль, которые могут ранить бога-хозяина. Кроме всего прочего, Бисямон всем своим видом и поведением показывает ярую ненависть к Ято. Но почему? Какое тёмное прошлое их связывает? Как ужасные события, произошедшие сотни лет назад, в сочетании с нынешними повлияют на жизнь Ято и Юкинэ?",bezdomnyj-bog-aragoto-tv-2,207307,8.41307295806455,3687,8.26748291313991,8.14,8.2,8,"Сёнэн, Комедия, Приключения, Фэнтези, Божества, Экшен, Сверхъестественное",PG-13 (от 13 лет),4,вышел,Сериал,200,271
80,Бездомный Бог OVA,2014,"События первого эпизода OVA хронологически по сюжету располагаются где-то в начале 7 серии второго сезона, второго эпизода — где-то после первых 6 серий «Бездомный бог: Арагото».

Эпизод 1:
Что ждёт школьник при переходе в старшую школу? Он думает о возможной популярности, новых друзьях и знакомствах, влюблённости... Хиёри шагает в этот учебный год с новыми силами и стремлениями, но её планы ещё в самом начале пути нарушает Ято. Весьма своеобразным способом в который раз решивший заявить о своём существовании миру. Щепотку взбалмошности, щепотку соблазнительности, щепотку спортивности и самоотверженности... Вот и готов образ, сформированный в первый день пребывания в старшей школе Хиёри Ики.

Эпизод 2:
Что могло пойти не так, когда приглашение любоваться цветением сакуры от Хиёри принимают все нам уже знакомые боги со своими священными орудиями? А Ято ведь так хотел насладиться уютной компанией их троицы и вкусностями, приготовленными Хиёри!",bezdomnyj-bog-tv-1,79218,8.19132369265406,899,8.1114668089458,7.7,7.8,7.5,"Сёнэн, Комедия, Приключения, Фэнтези, Божества, Экшен, Школьная жизнь, Сверхъестественное",PG-13 (от 13 лет),1,вышел,OVA,0,642
84,Безумный азарт,2017,"Частная академия Хяккао — место, где учится так называемая элита. Престижное учебное заведение для привилегированных особ с необычной программой обучения. Если ты ребёнок богатейших из богатых, то спортивные достижения или образованность не играют роли. Только умение читать своего оппонента или же владение искусством заключения сделок помогут здесь выжить. Что же отточит эти навыки лучше, чем строгий учебный план азартных игр? В этой академии победители живут как короли, а проигравшие теряют всё. Но только с появлением Юмэко Джабами, ученики узнают, что значит по-настоящему играть!",bezumnyj-azart,365512,7.73007622972627,2886,7.50617171625269,7.21,7.4,6.9,"Сёнэн, Детектив, Драма, Мистика, Школьная жизнь, Психология, Игры",R-17+ (насилие и/или нецензурная лексика),3,вышел,Сериал,3087,7987
85,Безумный азарт 2,2019,"Частная академия Хяккао является хранителем многолетних традиций и считается одним из престижных учебных заведений Японии. Большинство учащихся — богатенькие наследники японской элиты. Ваши учебные, творческие и спортивные достижения здесь не играют никакой роли. Всё, что нужно для того, чтобы здесь выжить — власть, деньги и умение выходить из любой ситуации победителем. И где ещё лучше отточить своё мастерство, как не в азартных играх? От того, насколько вы хорошо играете, в буквальном смысле зависит ваша жизнь. Многие годы в академии все взаимоотношения строились на основе власти-подчинения, но с переводом Юмэко идеальная система начала давать сбой.",bezumnyj-azart-2,148840,7.61240310049613,1806,7.34467951103604,7.18,7,6.9,"Сёнэн, Детектив, Драма, Мистика, Школьная жизнь, Психология, Игры",R-17+ (насилие и/или нецензурная лексика),1,вышел,Сериал,3469,8985
87,Беспечные старшеклассницы,2019,"Хоть в «безмолвном» аниме про старшеклассниц никто и не разговаривает, оно всё равно остаётся милым! Это история о трёх старшеклассницах и их весёлой школьной жизни, а именно о невезучей красавице Момоко, серьёзной девушке в очках по имени Сибуми и о доброй невысокой Маюми. Веселиться можно и поодиночке, и всем вместе. Именно так проводят свои дни глуповатые, но милые старшеклассницы.",bezzabotnaya-starsheklassnica,44524,6.34615384598077,104,6.06583760058522,5.87,5.6,0,"Комедия, Повседневность, Школьная жизнь",PG-13 (от 13 лет),2,вышел,Малометражный сериал,0,9386
88,Билд Дивайд: Чёрный код,2021,"В Нью-Киото, которым управляет некто Король, ценность человека определяется его достижениями в новой карточной игре Билд Дивайд. Ходят слухи, что если одолеть Короля в Билд Дивайд, то он исполнит любое желание победителя. Но перед схваткой с ним нужно справиться и с другими участниками игры. Юный Тэруто Курабэ клянётся победить Короля, заручившись поддержкой загадочной девушки Сакуры Банки.",bild-divajd-chernyj-kod,80911,7.17551020388571,245,6.64400622729632,6.42,5.6,0,"Фэнтези, Игры",PG-13 (от 13 лет),4,вышел,Сериал,3549,9182
89,Благословение небожителей,2020,"Восемь веков назад Лянь Се был наследным принцем прославленного королевства, его любили простые жители и уважали равные по положению. Так что неудивительно, что он, будучи ещё совсем юным, взошёл на Небеса и занял место среди бессмертных небожителей. Однако надолго Лянь Се там не задержался, он глазом не успел моргнуть, как его изгнали обратно в мир смертных. И вот спустя восемьсот лет Лянь Се, ставший уже предметом для насмешек, предпринимает очередную (уже третью по счёту) попытку вернуться на Небеса. Вновь став богом, Лянь Се получает первое задание, выполняя которое, сталкивается с таинственным демоном, имеющим к нему совсем не праздный интерес. Что нужно этому демону от Лянь Се? И удастся ли тому не опростоволоситься и остаться наконец на Небесах?",blagoslovenie-nebozhitelej,316912,8.69642857044173,1064,8.55275031199002,8.38,8.1,8.4,"Драма, Приключения, Фэнтези, Экшен, Исторический, Не японское, Сверхъестественное",PG-13 (от 13 лет),4,вышел,ONA,13,166
90,Блич,2004,"Куросаки Ичиго — не простой пятнадцатилетний парень, потому как, сколько он себя помнил, всегда мог запросто общаться с духами и призраками, невидимыми для обычных людей. В один судьбоносный день ему является сама синигами (богиня смерти) Кучики Рукия, охотящаяся за Пустым (злым духом, пожирающим души людей). Во время битвы с этим чудовищем Ичиго и Рукия получили серьёзные ранения, и богине пришлось передать парню свои силы, чтобы помочь ему одержать победу над монстром, в результате чего Ичиго сам стал синигами! Но сделав это, Рукия теряет всю свою мощь, и теперь ожидает, что новоявленный синигами продолжит её миссию по отлову и уничтожению Пустых. Так начинаются увлекательные приключения Ичиго и Рукии. ",blich,5221520,8.77362804820531,3936,8.27058894666828,7.99,8.5,8,"Сёнэн, Комедия, Приключения, Фэнтези, Параллельный мир, Экшен, Сражения на мечах, Сверхъестественное",PG-13 (от 13 лет),4,вышел,Сериал,45,63
91,Блич: Воспоминания ни о ком,2006,"Однажды в Каракуре произошёл следующий случай. В городе появилась группа созданий, именуемых «полыми». Рукия Кучики и Ичиго Куросаки отправились в разведку, по пути обнаружив проводника душ Сэнну. Впрочем, помимо имени её меча, никакой больше информации о ней нет. О принадлежности к какому-либо отряду она также не упоминает.

В Сообществе душ также неспокойно. В небе над Сэйрэтэй образовалась проекция мира живых. Объявлено чрезвычайное положение, проводится срочное расследование данного случая. Для некоторых проводников душ это событие послужило знаком приближающегося конца. Если баланс между Сообществом душ и реальным миром пошатнется, оба мира могут пострадать. Тем временем, Тосиро Хицугая получает специальный приказ…",blich-fil-m-pervyj,74657,7.70146520127289,546,7.44844036697248,7.44,7.9,7.4,"Сёнэн, Приключения, Фэнтези, Экшен",PG-13 (от 13 лет),4,вышел,Полнометражный фильм,1145,7187
92,Блич: Восстание алмазной пыли,2007,"Из Общества душ украдена «Королевская печать», на поиски которой отправляется капитан Тосиро Хицугая, но после сражения с ворами пропадает, поэтому в Обществе душ объявляют его предателем и приговаривают к смертной казни. Ичиго Куросаки, Рукия Кучики, лейтенант Рангику Мацумото и Рэндзи Абарай не верят, что Тосиро способен совершить такое преступление. Они хотят очистить его имя от подозрений.",blich-fil-m-vtoroj,56263,7.66596638581512,476,7.41867072552004,7.42,7.7,7.3,"Сёнэн, Приключения, Фэнтези, Экшен",PG-13 (от 13 лет),4,вышел,Полнометражный фильм,1183,7564
93,Блич: Уходя в пустоту — я зову тебя по имени,2008,"Благодаря очередному эксперименту в лаборатории Маюри Куроцути, из Уэко Мундо в Сэйрейтей возвращаются двое людей, давно пропавших в 78-м районе Руконгая. Подвергшийся внезапному нападению, Маюри теряет память, а Рукия Кучики получает странное письмо. Придя в место указанное в послании, Рукия также подвергается нападению и теряет память. В то же время все забывают о её существовании. Тем временем, Ичиго Куросаки в человеческом мире чувствует опасность и на некоторое время забывает Рукию. Вспомнив о ней, отправляется в магазин Кискэ Урахары, который полностью забыл Рукию, но тем не менее, помогает им переправиться в Сообщество душ.",blich-fil-m-tretij,51421,7.86800894792841,447,7.57428940568475,7.5,8,7.6,"Сёнэн, Приключения, Фэнтези, Экшен",PG-13 (от 13 лет),4,вышел,Полнометражный фильм,458,2358
94,Блич: Глава из Ада,2010,"Ад — место, где чёрные от грехов души предаются смертным мукам и ужасным пыткам за совершённые при жизни преступления. Синигами запрещено связываться с Адом, и на этот запрет есть много причин… Но даже в Аду всё не так просто. Несколько тогабито (Brutal Prisoners, или «ужасные пленники») устраивают переворот и выбирают для себя цель — Каракуру и Куросаки Ичиго. Семья Ичиго в опасности, а тогабито взяли заложников… Для спасения Каракуры придётся связаться с другим тогабито — Кокуто. Он обладает чудовищной силой. Ичиго, Рукия, Рэндзи, Исида и Кокуто отправляются в Ад…",blich-fil-m-chetvertyj,61818,8.17269076267671,498,7.68437273386512,7.63,7.8,7.6,"Сёнэн, Приключения, Фэнтези, Экшен",PG-13 (от 13 лет),4,вышел,Полнометражный фильм,124,779
95,Боевая академия города Астериск,2015,"Когда-то давно на Землю обрушился сокрушительный метеоритный дождь. «Инверсия» — так позже он был назван людьми. Всё вокруг было разрушено. Но вскоре из пепла старого мира возник новый. И вместе с ним стали появляться могущественные личности, «Генестелла», способные использовать силу «Маны», что высвободилась после катастрофы.
Технологически продвинутый академический город Рикка, возведённый посреди огромного кратерного озера, стал сценой для боевых действий. И вскоре прославился крупнейшим в мире боевым мероприятием под названием «Феста». Иначе — «Фестиваль Звёздных Войн».
С тех пор множество юношей и молодых девушек из поколения «Звёздного Импульса», представляющие одну из шести академий, расположенных в пределах города, стали состязаться друг с другом в силе и умениях. В стремлении осуществить свои желания, с сияющим оружием наперевес, они раз за разом ввязывались в новые сражения.
Среди них оказался Аято Амагири, прибывший в город по приглашению президента студенческого совета академии Сэйдокан, Клаудии Энфилд. Как это часто бывает, по прибытии парень тут же влип в неприятности... И вот перед ним стоит разгневанная «Ведьма Сверкающей Розы», Джулис-Алексия, искренне жаждущая дуэли. Неужели парень окажется в замешательстве? Ведь соперница, похоже, очень сильна. А вот и нет! Аято не против помахать кулаками.",boevaya-akademiya-goroda-asterisk,187051,7.38674033134562,1629,7.16746810041271,6.8,7,6.5,"Сэйнэн, Этти, Комедия, Романтика, Фантастика, Фэнтези, Экшен, Гарем, Повседневность, Школьная жизнь, Сверхъестественное",PG-13 (от 13 лет),4,вышел,Сериал,3766,9634
96,Боевая академия города Астериск 2,2016,"Талантливый ученик города Астериск Амагири Аято продемонстрировал нам свою силу гравиносца, и силу своей команды, победив двух сестер и уничтожив вампирское оружие. Но помимо невероятной силы он выдал свой секрет, что запас его безграничной силы, не такой уж и безграничный и его хватает всего на пять минут активного боя. Во втором сезоне аниме сериала «Боевая Академия города Астериск 2 сезон» Аято и его компаньонку, и подругу ждёт нелегкий бой, который они возможно проиграют, так как соперник это необычный человек или ученик академии, а киборги, созданные гениальным изобретателем, сделанные специально, чтобы победить в фестивале школ. В общем, не будем гадать и посмотрим, что выйдет у героев в новых сериях этого на первый взгляд простого аниме сериала.",boevaya-akademiya-goroda-asterisk-2,97659,7.48116169544426,1274,7.2616469403173,6.98,7.2,6.5,"Сэйнэн, Этти, Комедия, Романтика, Фантастика, Фэнтези, Экшен, Гарем, Школьная жизнь, Сверхъестественное",PG-13 (от 13 лет),2,вышел,Сериал,3646,9390
98,Боевой континент,2018,"Ученик школы боевых искусств Тан, Тан Сан, желая изучить тайные техники, украл из секретной школьной библиотеки древнее писание. Ему удалось не только узнать о скрытом оружии «Лотос Будды», но и создать его своими руками. Узнав об этом, мастера начали преследовать его. Единственным способом искупления вины юноша видел в самоубийстве. Добежав до горы Адская Вершина, он снял с себя форму Тан и прыгнул вниз. Но вместо смерти Тан Сана ждал духовный мир, называющийся Боевым Континентом. Единственное, что по-настоящему важно в этом мире — это совершенствование боевых навыков в борьбе за право получить титул Мастера Духов! Здесь и начинаются приключения нашего героя!",boevoj-kontinent,431602,8.44343065678832,548,8.35872411330636,7.92,8.3,9.1,"Приключения, Романтика, Фэнтези, Экшен, Боевые искусства, Исторический, Не японское, Китайское 3D",PG-13 (от 13 лет),1,вышел,ONA,23,438
101,Тэнти — лишний! Рё-о-ки 5,2020,Продолжение четвертого сезона.,boevoj-kontinent-5,37928,7.52173912988406,69,6.76785714285714,6.73,7,0,"Сёнэн, Комедия, Приключения, Романтика, Фантастика, Космос, Фэнтези, Экшен, Боевые искусства, Гарем, Исторический",PG-13 (от 13 лет),1,вышел,OVA,956,4319
104,Бог обмана,2020,"В фантастическом мире будущего земли, пригодные для проживания, значительно сократились. Оставшиеся крупные города объединились в одну страну. Однако изменился не только ландшафт, изменился взгляд на человека. Теперь не нужно совершать преступления, чтобы получить наказание, грешникам не придётся ждать, когда карма настигнет их в следующей жизни, всё намного понятней и эффективней. Стоит тебе стать «плохим» человеком, как здесь и сейчас тебя настигнет «кармическая атака». Однако беспокоиться не стоит, ведь существуют специальные служащие, которые в кратчайшие сроки помогут вам исправиться и ступить на правильный путь. Именно в такой ситуации оказывается главный герой нашей истории, на первый взгляд совершенно обычный школьник шестнадцати лет. Он признан «грешником», и теперь ему необходима помощь, чтобы спастись от «кармы». Его спасителем станет Энь Лянь — второй главный герой истории. Какие тайны скрывает новоиспечённый грешник? И какие приключения ждут двух приятелей — расскажет дунхуа «Бог обмана».",bog-obmana,44893,6.43518518513889,108,6.48726655348048,6.32,5.8,0,"Сёнэн, Комедия, Экшен, Не японское",PG-13 (от 13 лет),2,вышел,ONA,1603,9344
105,Богатый детектив. Баланс: Неограничен,2020,"«Деньги могут всё!» — примерно такого девиза придерживается детектив Дайсукэ Камбэ, у которого денег куры не клюют. Однако к чести детектива, надо отметить, что финансы он тратит в том числе и на ведение расследований. Вот только не всех в столичном Управлении полиции устраивает такой подход, и Дайсукэ благополучно сплавляют в Главное управление по борьбе с современными преступлениями, где рано или поздно оказываются все неугодные и проблемные полицейские. В пару Дайсукэ назначают Хару Като, который не одобряет методы Дайсукэ и убеждён, что некоторые вещи не купишь. Двум детективам предстоит как-то притереться друг к другу, параллельно расследуя запутанные криминальные загадки.",bogatyj-detektiv-balans-neogranichen,98584,7.68382352887606,952,7.43351440717997,7.51,6.8,6.9,"Детектив, Мафия/Якудза, Террористы, Искусственный интеллект, Экшен, Перестрелки, Полицейские, Тайный заговор",PG-13 (от 13 лет),2,вышел,Сериал,3102,8026
106,Богиня благословляет этот прекрасный мир 2,2017,"В результате несчастного случая разочаровывающе короткая жизнь Кадзумы Сато должна была подойти к концу. Но вместо того чтобы обрести покой, он просыпается и встречает прекрасную девушку, которая утверждает, что она Богиня – Аква. Незнакомка предлагает герою отправиться в новый мир, но не с пустыми руками, а вместе с великим даром. Кадзума, будучи раздраженным надменным поведением нахалки, решает проучить её, и забирает Акву в качестве дара с собой в новый мир. Совсем скоро он жалеет о своем выборе и теперь лишь желает спокойной жизни, но не тут-то было, ведь его Богиня постоянно попадает в неприятности. ",boginya-blagoslovlyaet-etot-prekrasnyj-mir-2,399767,8.38078602550219,4580,8.14978874353239,8.24,8.2,7.7,"Сёнэн, Этти, Комедия, Пародия, Приключения, Фэнтези, Магия, Параллельный мир, Исэкай",PG-13 (от 13 лет),1,вышел,Сериал,212,286
107,Богиня благословляет этот прекрасный мир,2016,"Казума Сато умер…. Но не успел он как следует загрустить по этому поводу, как перед ним возникла юная девушка, представившаяся богиней по имени Аква. Она объяснила, что парню предоставляется второй шанс – новая жизнь, да не простая – он отправится спасать МИР, правда, не свой, а альтернативный. Самое-то для человека, посвятившего всё своё свободное время в прошлой жизни видеоиграм. Согласился и славно, богиня Аква рада.… Один из бонусов – можно взять в новый мир одну способность или нечто материальное вроде оружия. Казума наш, совершенно неожиданно даже для себя, что уж там говорить, предпочёл взять с собой саму Акву. Выбор есть выбор, отказаться ну никак нельзя. И отправляются богиня и юный герой рука об руку в Неизведанный мир!",etot-zamechatel-nyj-mir,802116,8.3753235545929,5795,8.0639470077661,8.09,8.2,7.7,"Сёнэн, Этти, Комедия, Пародия, Приключения, Фэнтези, Параллельный мир, Исэкай",PG-13 (от 13 лет),1,вышел,Сериал,211,285
108,Дэми-тян хочет рассказать,2017,"- школьная комедия о буднях Такахаши Тэцуо, получившего должность учителя биологии четыре года назад. Он внезапно обнаруживает, что в школе появились суккуб, дуллахан, вампир и снежная дева, так называемые ""полулюди"", наделённые исключительными нечеловеческими качествами.",bok-o-bok-s-polulyud-mi,68491,7.69949066145162,589,7.69441648410208,7.51,7.9,6.9,"Сэйнэн, Комедия, Фэнтези, Вампиры, Призраки, Суккубы, Школьная жизнь, Полулюди",PG-13 (от 13 лет),1,вышел,Сериал,2858,7237
109,Большой первоклассник и маленькая второклассница,2014,"Первоклашка Масая плакса и боится ходить в школу, ведь эта дорога пролегает по тёмным местам. Но он справляется со своими страхами благодаря второклашке по имени Акию, которая всегда держит его за руку. Мальчик восхищается ей и хочет стать таким же сильным, но, однажды, вдруг застаёт Акию в слезах. Чтобы поднять ей настроение Масая идёт в поход в лес, чтобы найти пятнистые колокольчики, которые так любит девочка.",bol-shoj-pervoklassnik-i-malen-kaya-vtoroklassnica,16974,6.673913043,46,6.87258687258687,6.46,7.1,0,Приключения,PG (для детей),1,вышел,Полнометражный фильм,1168,7419
110,Боруто: Фильм Наруто,2015,"Боруто — сын легендарного ниндзя Наруто Узумаки, который мечтает добиться такой же славы, как и его отец. Он непоседлив, невнимателен, но обладает очень сильным характером и нескончаемой энергией. Однако у Боруто есть одна главная проблема — он слишком уверен в себе и совсем не может работать в команде. Даже далеко не самое сложное задание по поимке медведя превращается для парня в игру, в которой главная роль отведена именно ему. Однажды Боруто встречает главного противника отца Саске Учиха, после чего просит Саске стать его учителем. Он не знает, одобрит ли его поступок родитель, но это становится не главной проблемой, поскольку его больше волнует жизнь отца, оказавшегося в плену...",boruto,57378,6.52881844346974,694,6.98449832031408,7.37,7.6,7.1,"Сёнэн, Комедия, Пародия, Приключения, Фэнтези, Экшен, Боевые искусства, Суперспособности",PG-13 (от 13 лет),3,вышел,Полнометражный фильм,1340,10074
111,Наруто,2002,"Это история, в которой рассказывается про мальчика-ниндзя. Он мечтает стать Хокаге: главой своей деревни. Но Хокаге – это самый мудрый и сильный ниндзя деревни, поэтому парень попытается преодолеть кучу испытаний, победить множество противников, заслужить уважение, подрасти морально и физически.
P.S. 202-я серия в версии Anidub без озвучки, её никто не озвучивал.
",naruto-tv-1,3932590,8.70462980980091,5119,8.41962149227757,8.02,8.1,7.8,"Сёнэн, Комедия, Убийцы, Приключения, Фэнтези, Экшен, Боевые искусства, Ниндзя, Суперспособности",PG-13 (от 13 лет),4,вышел,Сериал,61,84
112,Наруто: Найти тёмно-красный четырёхлистный клевер!,2003,"Внук Третьего Хокагэ, Конохамару, наконец-таки влюбился! Избранницей оказалась его одноклассница, Йошино Каэдэ. Но вот проблема: оказывается, её семья скоро покидает деревню по причине новой работы отца девочки. Чтобы Йошино осталась в Скрытой Деревне Листа, Конохамару хочет отыскать для неё легендарный тёмно-красный четырёхлистный клевер, который, по слухам, может исполнить одно любое желание.",naruto-najti-temno-krasnyj-chetyrehlistnyj-klever,68393,7.17523809444381,525,6.83885209713024,6.59,6.5,6.1,"Сёнэн, Комедия, Приключения",PG-13 (от 13 лет),2,вышел,Спешл,0,9632
